Data Model,Event Type,Field Group,Title,Data Type,Consistency,Required,Notes,Description
Media,Delete,Media,Media.FileType,String,1,true,"","Identifies the format of the file (e.g., PDF, JPG)."
Media,Delete,Media,Media.FileName,String,1,true,"","Displays the name of the file."
Media,Delete,Media,Media.DocumentType,String,1,true,"","Classifies the type of document (e.g., consent form, treatment plan)."
Media,Delete,Media,Media.DocumentID,String,1,true,"","Contains the unique identifier for the document. You must have the document ID to update the document later."
Media,Delete,Media,Media.DocumentDescription,String,3,false,"","Contains a descriptive label for the document."
Media,Delete,Media,Media.CreationDateTime,DateTime,3,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the timestamp for when the file was created."
Media,Delete,Media,Media.ServiceDateTime,DateTime,3,false,"[ISO 8601 Format](http://en.wikipedia.org/wiki/ISO_8601)","Displays the timestamp for when the related clinical service occurred."
Media,Delete,Media,Media.DirectAddressFrom,String,3,false,"Not supported with data on demand.","Contains the sender's Direct address if one or both sides are using Direct messaging."
Media,Delete,Media,Media.DirectAddressTo,String,3,false,"Not supported with data on demand.","Contains the recipient's Direct address if one or both sides are using Direct messaging."
Media,Delete,Media,Media.Provider.ID,String,1,true,"","ID of the Identifies the provider that's responsible for the document."
Media,Delete,Media,Media.Provider.IDType,String,1,false,"","ID type of the ID for the Identifies the provider that's responsible for the document."
Media,Delete,Media,Media.Provider.FirstName,String,3,false,"","First name of the Identifies the provider that's responsible for the document."
Media,Delete,Media,Media.Provider.LastName,String,3,false,"","Last name of the Identifies the provider that's responsible for the document."
Media,Delete,Media,Media.Provider.Credentials[],Array of Strings,3,false,"e.g. MD, PhD","List of credentials for the Identifies the provider that's responsible for the document."
Media,Delete,Media,Media.Provider.Address,Object,3,false,"","Provider's address"
Media,Delete,Media,Media.Provider.Address.StreetAddress,String,3,false,"","Street address"
Media,Delete,Media,Media.Provider.Address.City,String,3,false,"","City"
Media,Delete,Media,Media.Provider.Address.State,String,3,false,"","State"
Media,Delete,Media,Media.Provider.Address.ZIP,String,3,false,"","ZIP"
Media,Delete,Media,Media.Provider.Address.County,String,3,false,"","County"
Media,Delete,Media,Media.Provider.Address.Country,String,3,false,"","Country"
Media,Delete,Media,Media.Provider.EmailAddresses[],Array of Strings,2,false,"","Provider's email address(es)"
Media,Delete,Media,Media.Provider.PhoneNumber.Office,String,3,false,"In E. 164 Format. (e.g. +16085551234)","Provider's office phone number"
Media,Delete,Media,Media.Provider.Location,Object,3,false,"","Provider's location"
Media,Delete,Media,Media.Provider.Location.Type,String,3,false,"Examples: Clinic, Department, Home, Nursing Unit, Provider's Office, Phone","Type of location"
Media,Delete,Media,Media.Provider.Location.Facility,String,3,false,"Example: Community Hospital","Facility"
Media,Delete,Media,Media.Provider.Location.FacilityIdentifiers[],Array of Objects,3,false,"","List of IDs specific to this facility"
Media,Delete,Media,Media.Provider.Location.FacilityIdentifiers[].ID,String,3,false,"","An ID specific to this facility"
Media,Delete,Media,Media.Provider.Location.FacilityIdentifiers[].IDType,String,3,false,"Could be an OID or a human-readable name","The source or system to which this ID pertains"
Media,Delete,Media,Media.Provider.Location.Department,String,3,false,"","Department"
Media,Delete,Media,Media.Provider.Location.DepartmentIdentifiers[],Array of Objects,3,false,"","List of IDs specific to this department"
Media,Delete,Media,Media.Provider.Location.DepartmentIdentifiers[].ID,String,3,false,"","An ID specific to this department"
Media,Delete,Media,Media.Provider.Location.DepartmentIdentifiers[].IDType,String,3,false,"Could be an OID or a human-readable name","The source or system to which this ID pertains"
Media,Delete,Media,Media.Provider.Location.Room,String,3,false,"Example: 136","Room"
Media,Delete,Media,Media.Authenticated,String,1,false,"Not supported with data on demand.","Displays the authenticated status of the document, which can be either True or False. If True, we recommend populating the related Media.Authenticator field."
Media,Delete,Media,Media.Authenticator.ID,String,1,false,"This ID is often required for Inpatient Visits.","ID of the provider who authenticated the document"
Media,Delete,Media,Media.Authenticator.IDType,String,1,false,"","ID type of the ID for the provider who authenticated the document"
Media,Delete,Media,Media.Authenticator.FirstName,String,3,false,"","First name of the provider who authenticated the document"
Media,Delete,Media,Media.Authenticator.LastName,String,3,false,"","Last name of the provider who authenticated the document"
Media,Delete,Media,Media.Authenticator.Credentials[],Array of Strings,3,false,"e.g. MD, PhD","List of credentials for the provider who authenticated the document"
Media,Delete,Media,Media.Authenticator.Address,Object,3,false,"","Provider's address"
Media,Delete,Media,Media.Authenticator.Address.StreetAddress,String,3,false,"","Street address"
Media,Delete,Media,Media.Authenticator.Address.City,String,3,false,"","City"
Media,Delete,Media,Media.Authenticator.Address.State,String,3,false,"","State"
Media,Delete,Media,Media.Authenticator.Address.ZIP,String,3,false,"","ZIP"
Media,Delete,Media,Media.Authenticator.Address.County,String,3,false,"","County"
Media,Delete,Media,Media.Authenticator.Address.Country,String,3,false,"","Country"
Media,Delete,Media,Media.Authenticator.EmailAddresses[],Array of Strings,2,false,"","Provider's email address(es)"
Media,Delete,Media,Media.Authenticator.PhoneNumber.Office,String,3,false,"In E. 164 Format. (e.g. +16085551234)","Provider's office phone number"
Media,Delete,Media,Media.Authenticator.Location,Object,3,false,"","Provider's location"
Media,Delete,Media,Media.Authenticator.Location.Type,String,3,false,"Examples: Clinic, Department, Home, Nursing Unit, Provider's Office, Phone","Type of location"
Media,Delete,Media,Media.Authenticator.Location.Facility,String,3,false,"Example: Community Hospital","Facility"
Media,Delete,Media,Media.Authenticator.Location.FacilityIdentifiers[],Array of Objects,3,false,"","List of IDs specific to this facility"
Media,Delete,Media,Media.Authenticator.Location.FacilityIdentifiers[].ID,String,3,false,"","An ID specific to this facility"
Media,Delete,Media,Media.Authenticator.Location.FacilityIdentifiers[].IDType,String,3,false,"Could be an OID or a human-readable name","The source or system to which this ID pertains"
Media,Delete,Media,Media.Authenticator.Location.Department,String,3,false,"","Department"
Media,Delete,Media,Media.Authenticator.Location.DepartmentIdentifiers[],Array of Objects,3,false,"","List of IDs specific to this department"
Media,Delete,Media,Media.Authenticator.Location.DepartmentIdentifiers[].ID,String,3,false,"","An ID specific to this department"
Media,Delete,Media,Media.Authenticator.Location.DepartmentIdentifiers[].IDType,String,3,false,"Could be an OID or a human-readable name","The source or system to which this ID pertains"
Media,Delete,Media,Media.Authenticator.Location.Room,String,3,false,"Example: 136","Room"
Media,Delete,Media,Media.Availability,String,1,true,"Not supported with data on demand.","Indicates whether the document is available for use. This should be populated with either Available or Unavailable."
Media,Delete,Media,Media.Notifications[],Array of Objects,1,false,"Not supported with data on demand.","Contains a list of providers that should be notified when the document posts to the patient's chart."
Media,Delete,Media,Media.Notifications[].ID,String,1,false,"This ID is often required for Inpatient Visits.","ID of the provider who should be notified"
Media,Delete,Media,Media.Notifications[].IDType,String,1,false,"","ID type of the ID for the provider who should be notified"
Media,Delete,Media,Media.Notifications[].FirstName,String,3,false,"","First name of the provider who should be notified"
Media,Delete,Media,Media.Notifications[].LastName,String,3,false,"","Last name of the provider who should be notified"
Media,Delete,Media,Media.Notifications[].Credentials[],Array of Strings,3,false,"e.g. MD, PhD","List of credentials for the provider who should be notified"
Media,Delete,Media,Media.Notifications[].Address,Object,3,false,"","Provider's address"
Media,Delete,Media,Media.Notifications[].Address.StreetAddress,String,3,false,"","Street address"
Media,Delete,Media,Media.Notifications[].Address.City,String,3,false,"","City"
Media,Delete,Media,Media.Notifications[].Address.State,String,3,false,"","State"
Media,Delete,Media,Media.Notifications[].Address.ZIP,String,3,false,"","ZIP"
Media,Delete,Media,Media.Notifications[].Address.County,String,3,false,"","County"
Media,Delete,Media,Media.Notifications[].Address.Country,String,3,false,"","Country"
Media,Delete,Media,Media.Notifications[].EmailAddresses[],Array of Strings,2,false,"","Provider's email address(es)"
Media,Delete,Media,Media.Notifications[].PhoneNumber.Office,String,3,false,"In E. 164 Format. (e.g. +16085551234)","Provider's office phone number"
Media,Delete,Media,Media.Notifications[].Location,Object,3,false,"","Provider's location"
Media,Delete,Media,Media.Notifications[].Location.Type,String,3,false,"Examples: Clinic, Department, Home, Nursing Unit, Provider's Office, Phone","Type of location"
Media,Delete,Media,Media.Notifications[].Location.Facility,String,3,false,"Example: Community Hospital","Facility"
Media,Delete,Media,Media.Notifications[].Location.FacilityIdentifiers[],Array of Objects,3,false,"","List of IDs specific to this facility"
Media,Delete,Media,Media.Notifications[].Location.FacilityIdentifiers[].ID,String,3,false,"","An ID specific to this facility"
Media,Delete,Media,Media.Notifications[].Location.FacilityIdentifiers[].IDType,String,3,false,"Could be an OID or a human-readable name","The source or system to which this ID pertains"
Media,Delete,Media,Media.Notifications[].Location.Department,String,3,false,"","Department"
Media,Delete,Media,Media.Notifications[].Location.DepartmentIdentifiers[],Array of Objects,3,false,"","List of IDs specific to this department"
Media,Delete,Media,Media.Notifications[].Location.DepartmentIdentifiers[].ID,String,3,false,"","An ID specific to this department"
Media,Delete,Media,Media.Notifications[].Location.DepartmentIdentifiers[].IDType,String,3,false,"Could be an OID or a human-readable name","The source or system to which this ID pertains"
Media,Delete,Media,Media.Notifications[].Location.Room,String,3,false,"Example: 136","Room"
Media,Delete,Orders,Orders[].ID,String,3,false,"","Contains the unique identifier of the order request, which is assigned by the system that placed the order."
